run,attack,epsilon,eps0,eps1,eps2,alpha,malicious_ratio,malicious_count,poison_prob,fixed_offset,scale_k,local_k,clean_edges,protocol_edges,clean_triangles,protocol_triangles,estimate,rel_error_clean,rel_error_protocol,orig_edge_changes,rr_changes,lap_attacked_reports,lap_total_offset,seconds
1,lap_local_inc,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,27805597.4065570496,0.1561441144,0.1561441144,0,0,1000,5468814.8605865575,11.2592362840
2,lap_local_inc,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,36172138.1134986430,0.0977671581,0.0977671581,0,0,1000,4855993.7190146642,11.4675746880
3,lap_local_inc,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,31899118.0364661105,0.0319122403,0.0319122403,0,0,1000,4714533.4876874918,11.8970641940
4,lap_local_inc,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,34259870.4749871418,0.0397328609,0.0397328609,0,0,1000,5157530.7235638760,10.9894991800
0,lap_local_inc,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,34819530.0541630834,0.0567176436,0.0567176436,0,0,1300,6700752.7736517871,11.1620361830
1,lap_local_inc,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,30516495.2122941874,0.0738726553,0.0738726553,0,0,1300,7048448.0185158169,11.0688885810
2,lap_local_inc,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,39094730.2514641955,0.1864632052,0.1864632052,0,0,1300,6302620.1499482105,11.3648551850
3,lap_local_inc,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,29653006.8987909369,0.1000781594,0.1000781594,0,0,1300,6071528.6592198387,11.4152373870
4,lap_local_inc,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,32913536.5699323304,0.0011262428,0.0011262428,0,0,1300,6699528.2003924847,11.8964511940
0,lap_local_inc,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,37829099.4381397888,0.1480533125,0.1480533125,0,0,1500,7620195.3706749082,11.2069758840
1,lap_local_inc,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,32383003.7804383449,0.0172270736,0.0172270736,0,0,1500,8042983.2202208899,11.3194194860
2,lap_local_inc,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,33777718.7866366357,0.0251003201,0.0251003201,0,0,1500,7232159.2720765574,11.9173735950
3,lap_local_inc,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,33999836.7360804155,0.0318412484,0.0318412484,0,0,1500,6843680.6185612595,11.4095956870
4,lap_local_inc,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,35052683.2908897325,0.0637934755,0.0637934755,0,0,1500,8003998.7128954986,11.3804977860
0,lap_local_inc,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.1800000000,1800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,38714058.0400092825,0.1749104059,0.1749104059,0,0,1800,9160639.0126390178,11.3729591860
1,lap_local_inc,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.1800000000,1800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,29794478.0192394815,0.0957847347,0.0957847347,0,0,1800,9292871.6497285757,11.0939772820
2,lap_local_inc,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.1800000000,1800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,37930025.2864474580,0.1511162523,0.1511162523,0,0,1800,8943052.3040694892,11.0701798810
3,lap_local_inc,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.1800000000,1800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,29142811.2784503512,0.1155617892,0.1155617892,0,0,1800,8536298.5909213461,11.6887588910
4,lap_local_inc,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.1800000000,1800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,37157374.1832115725,0.1276675139,0.1276675139,0,0,1800,9329274.0352510847,11.9941295960
0,lap_local_inc,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.2000000000,2000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,34617098.6156798825,0.0505741698,0.0505741698,0,0,2000,10097803.2435098905,11.4851960880
1,lap_local_inc,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.2000000000,2000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,24837798.2311645299,0.2462121235,0.2462121235,0,0,2000,10312467.4596319348,11.6792621910
2,lap_local_inc,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.2000000000,2000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,40143663.0962343290,0.2182966573,0.2182966573,0,0,2000,9756647.2005815357,11.8211233930
3,lap_local_inc,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.2000000000,2000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,29237248.7921921574,0.1126957601,0.1126957601,0,0,2000,9370761.2094371375,11.6527593900
4,lap_local_inc,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.2000000000,2000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,37618067.9317063615,0.1416488402,0.1416488402,0,0,2000,10612507.0502594095,11.1598738820
0,lap_local_dec,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.0300000000,300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,33254974.9090299495,0.0092358705,0.0092358705,0,0,300,-1800895.1555278862,11.3672447860
1,lap_local_dec,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.0300000000,300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,23404435.3764206655,0.2897124182,0.2897124182,0,0,300,-1512648.5260604904,11.0717995810
2,lap_local_dec,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.0300000000,300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,34740179.8680283949,0.0543094910,0.0543094910,0,0,300,-1566157.2484077599,11.2718860840
3,lap_local_dec,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.0300000000,300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,29170296.3048863374,0.1147276621,0.1147276621,0,0,300,-1792912.1778558150,11.1127379820
4,lap_local_dec,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.0300000000,300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,30107333.7513902001,0.0862900582,0.0862900582,0,0,300,-1569561.9538989584,11.2106016830
0,lap_local_dec,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.0500000000,500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,33228017.2685485184,0.0084177488,0.0084177488,0,0,500,-2693963.5844075908,11.1125984820
1,lap_local_dec,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.0500000000,500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,26024678.6019666754,0.2101921822,0.2101921822,0,0,500,-2790858.1747245933,10.9811492800
2,lap_local_dec,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.0500000000,500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,34896212.8274297491,0.0590448445,0.0590448445,0,0,500,-2631773.5872880877,11.5352685880
3,lap_local_dec,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.0500000000,500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,25893003.6736838482,0.2141883079,0.2141883079,0,0,500,-2573517.3933790913,10.9717621800
4,lap_local_dec,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.0500000000,500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,30917733.8023001589,0.0616956990,0.0616956990,0,0,500,-2685332.0179908467,11.2216884830
0,lap_local_dec,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.0800000000,800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,32902577.0631325394,0.0014588465,0.0014588465,0,0,800,-4166963.9205565481,11.2503955840
1,lap_local_dec,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.0800000000,800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,24905179.7798538022,0.2441672001,0.2441672001,0,0,800,-4305884.2329442576,11.1654261830
2,lap_local_dec,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.0800000000,800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,34166228.5850516483,0.0368909777,0.0368909777,0,0,800,-3911984.2455161153,11.0448938810
3,lap_local_dec,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.0800000000,800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,27934993.1111349724,0.1522171595,0.1522171595,0,0,800,-3882102.3968590321,11.2180686830
4,lap_local_dec,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.0800000000,800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,31552914.1616141908,0.0424189801,0.0424189801,0,0,800,-4274842.8016790487,11.0785416810
0,lap_local_dec,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,33185431.1422759853,0.0071253272,0.0071253272,0,0,1000,-5097006.4513901006,10.7823216770
1,lap_local_dec,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,24159720.8328326754,0.2667906997,0.2667906997,0,0,1000,-5468814.8605865575,11.0201080800
2,lap_local_dec,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,32934808.9674887471,0.0004806592,0.0004806592,0,0,1000,-4855993.7190146642,10.9960141800
3,lap_local_dec,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,28756095.7113410793,0.1272979947,0.1272979947,0,0,1000,-4714533.4876874918,10.9708131790
4,lap_local_dec,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,30821516.6592779160,0.0646157370,0.0646157370,0,0,1000,-5157530.7235638760,10.9706783790
0,lap_local_dec,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,30352361.5383951925,0.0788538526,0.0788538526,0,0,1300,-6700752.7736517871,10.7325062750
1,lap_local_dec,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,25817529.8666170128,0.2164788186,0.2164788186,0,0,1300,-7048448.0185158169,11.2716815850
2,lap_local_dec,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,34892983.4848319665,0.0589468390,0.0589468390,0,0,1300,-6302620.1499482105,11.3185778850
3,lap_local_dec,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,25605321.1259776354,0.2229190181,0.2229190181,0,0,1300,-6071528.6592198387,11.4031584870
4,lap_local_dec,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,28447184.4363374971,0.1366729632,0.1366729632,0,0,1300,-6699528.2003924847,11.7173360910
0,lap_local_dec,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,32748969.1910230666,0.0061206024,0.0061206024,0,0,1500,-7620195.3706749082,11.6142924890
1,lap_local_dec,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,27021014.9669577517,0.1799549500,0.1799549500,0,0,1500,-8042983.2202208899,10.8314723770
2,lap_local_dec,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,28956279.2719187997,0.1212227404,0.1212227404,0,0,1500,-7232159.2720765574,11.9331388960
3,lap_local_dec,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,29437382.9903728105,0.1066220038,0.1066220038,0,0,1500,-6843680.6185612595,11.5517162880
4,lap_local_dec,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,29716684.1489592977,0.0981456556,0.0981456556,0,0,1500,-8003998.7128954986,11.2679441850
0,lap_local_dec,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.1800000000,1800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,32606965.3649167009,0.0104301938,0.0104301938,0,0,1800,-9160639.0126390178,11.4368985870
1,lap_local_dec,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.1800000000,1800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,23599230.2527538538,0.2838007019,0.2838007019,0,0,1800,-9292871.6497285757,12.0904567980
2,lap_local_dec,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.1800000000,1800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,31967990.4170677699,0.0298220725,0.0298220725,0,0,1800,-8943052.3040694892,11.4339554870
3,lap_local_dec,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.1800000000,1800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,23451945.5511693954,0.2882705596,0.2882705596,0,0,1800,-8536298.5909213461,11.5772177890
4,lap_local_dec,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.1800000000,1800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,30937858.1597107686,0.0610849565,0.0610849565,0,0,1800,-9329274.0352510847,11.2736952840
0,lap_local_dec,0.5000000000,0.0500000000,0.4323153122,0.0176846878,150.0000000000,0.2000000000,2000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,27885229.7866734974,0.1537273976,0.1537273976,0,0,2000,-10097803.2435098905,11.6344390900
1,lap_local_dec,0.5000000000,0.0500000000,0.4320397781,0.0179602219,150.0000000000,0.2000000000,2000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,17962819.9247431830,0.4548568371,0.4548568371,0,0,2000,-10312467.4596319348,11.6394870910
2,lap_local_dec,0.5000000000,0.0500000000,0.4321285593,0.0178714407,150.0000000000,0.2000000000,2000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,33639231.6291798949,0.0208974540,0.0208974540,0,0,2000,-9756647.2005815357,11.0858148810
3,lap_local_dec,0.5000000000,0.0500000000,0.4320824081,0.0179175919,150.0000000000,0.2000000000,2000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,22990074.6525673158,0.3022876105,0.3022876105,0,0,2000,-9370761.2094371375,11.5737026890
4,lap_local_dec,0.5000000000,0.0500000000,0.4322159799,0.0177840201,150.0000000000,0.2000000000,2000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,30543063.2315331586,0.0730663580,0.0730663580,0,0,2000,-10612507.0502594095,11.4258509870
0,none,1.0000000000,0.1000000000,0.8742396922,0.0257603078,150.0000000000,0.0000000000,0,0.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,33291695.2852502204,0.0103502758,0.0103502758,0,0,0,0.0000000000,10.9646408800
1,none,1.0000000000,0.1000000000,0.8740380837,0.0259619163,150.0000000000,0.0000000000,0,0.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,29108541.9268294238,0.1166018098,0.1166018098,0,0,0,0.0000000000,11.1708502820
2,none,1.0000000000,0.1000000000,0.8741025851,0.0258974149,150.0000000000,0.0000000000,0,0.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,34240627.7276019081,0.0391488740,0.0391488740,0,0,0,0.0000000000,11.3665648860
3,none,1.0000000000,0.1000000000,0.8740693054,0.0259306946,150.0000000000,0.0000000000,0,0.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,29704975.1463952176,0.0985010053,0.0985010053,0,0,0,0.0000000000,11.4391918870
4,none,1.0000000000,0.1000000000,0.8741665554,0.0258334446,150.0000000000,0.0000000000,0,0.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,879102,32950647,32950647,33977122.3128261492,0.0311519016,0.0311519016,0,0,0,0.0000000000,11.2649287840
0,orig_inc,1.0000000000,0.1000000000,0.8736310457,0.0263689543,150.0000000000,0.0300000000,300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,922900,32950647,37822232,37770396.6340967342,0.1462717753,0.0013704999,43798,0,0,0.0000000000,12.4291578030
1,orig_inc,1.0000000000,0.1000000000,0.8736084881,0.0263915119,150.0000000000,0.0300000000,300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,923071,32950647,37776357,36007410.0599055812,0.0927679223,0.0468268272,43969,0,0,0.0000000000,12.3226492020
2,orig_inc,1.0000000000,0.1000000000,0.8735231314,0.0264768686,150.0000000000,0.0300000000,300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,923168,32950647,37744862,36567331.5173294917,0.1097606526,0.0311971066,44066,0,0,0.0000000000,11.9140823940
3,orig_inc,1.0000000000,0.1000000000,0.8737213108,0.0262786892,150.0000000000,0.0300000000,300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,922990,32950647,37741785,35973207.8933447227,0.0917299406,0.0468599221,43888,0,0,0.0000000000,12.1345473980
4,orig_inc,1.0000000000,0.1000000000,0.8735908746,0.0264091254,150.0000000000,0.0300000000,300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,923082,32950647,37758584,37112703.7149170265,0.1263118358,0.0171055219,43980,0,0,0.0000000000,12.2026143990
0,orig_inc,1.0000000000,0.1000000000,0.8728275981,0.0271724019,150.0000000000,0.0500000000,500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1001372,32950647,54609909,56855844.5788545683,0.7254849223,0.0411268874,122270,0,0,0.0000000000,13.9419268280
1,orig_inc,1.0000000000,0.1000000000,0.8729544809,0.0270455191,150.0000000000,0.0500000000,500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1001415,32950647,54617639,52416131.4844411090,0.5907466547,0.0403076287,122313,0,0,0.0000000000,13.8446309270
2,orig_inc,1.0000000000,0.1000000000,0.8723718216,0.0276281784,150.0000000000,0.0500000000,500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1001613,32950647,54515076,53459974.3982555047,0.6224256355,0.0193543086,122511,0,0,0.0000000000,14.0671421300
3,orig_inc,1.0000000000,0.1000000000,0.8728048745,0.0271951255,150.0000000000,0.0500000000,500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1001445,32950647,54527951,53190317.7058809474,0.6142419815,0.0245311491,122343,0,0,0.0000000000,13.3792095190
4,orig_inc,1.0000000000,0.1000000000,0.8727797435,0.0272202565,150.0000000000,0.0500000000,500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1001398,32950647,54603774,51089711.6291149482,0.5504919108,0.0643556684,122296,0,0,0.0000000000,13.6329591240
0,orig_inc,1.0000000000,0.1000000000,0.8701264730,0.0298735270,150.0000000000,0.0800000000,800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1192678,32950647,120124138,119964333.7613189816,2.6407277150,0.0013303258,313576,0,0,0.0000000000,17.5388473870
1,orig_inc,1.0000000000,0.1000000000,0.8703527219,0.0296472781,150.0000000000,0.0800000000,800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1192764,32950647,120213465,119273260.0982297808,2.6197547228,0.0078211280,313662,0,0,0.0000000000,15.5569454540
2,orig_inc,1.0000000000,0.1000000000,0.8702612663,0.0297387337,150.0000000000,0.0800000000,800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1193332,32950647,119986843,117438226.5831200331,2.5640643591,0.0212407990,314230,0,0,0.0000000000,16.4390657690
3,orig_inc,1.0000000000,0.1000000000,0.8698796704,0.0301203296,150.0000000000,0.0800000000,800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1193046,32950647,120026653,120047026.9826599956,2.6432373235,0.0001697455,313944,0,0,0.0000000000,16.3555013680
4,orig_inc,1.0000000000,0.1000000000,0.8702519290,0.0297480710,150.0000000000,0.0800000000,800,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1192453,32950647,120258092,118184928.7447629720,2.5867255883,0.0172392828,313351,0,0,0.0000000000,17.1750995810
0,orig_inc,1.0000000000,0.1000000000,0.8679323947,0.0320676053,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1369481,32950647,202413930,202368352.2278643847,5.1415592910,0.0002251711,490379,0,0,0.0000000000,20.2633252310
1,orig_inc,1.0000000000,0.1000000000,0.8678346572,0.0321653428,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1369197,32950647,202533692,204561867.0577670038,5.2081289954,0.0100140132,490095,0,0,0.0000000000,20.4292480340
2,orig_inc,1.0000000000,0.1000000000,0.8677928811,0.0322071189,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1369981,32950647,202389858,202062595.2933874130,5.1322800518,0.0016169916,490879,0,0,0.0000000000,20.6799631390
3,orig_inc,1.0000000000,0.1000000000,0.8675361211,0.0324638789,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1370062,32950647,202152953,201958319.7632783949,5.1291154545,0.0009628018,490960,0,0,0.0000000000,20.4820298350
4,orig_inc,1.0000000000,0.1000000000,0.8678625115,0.0321374885,150.0000000000,0.1000000000,1000,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1369219,32950647,202565762,203583279.9777611196,5.1784304259,0.0050231489,490117,0,0,0.0000000000,20.5403618360
0,orig_inc,1.0000000000,0.1000000000,0.8648730581,0.0351269419,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1707934,32950647,403707564,404931240.9941108227,11.2890224582,0.0030310975,828832,0,0,0.0000000000,27.5988975510
1,orig_inc,1.0000000000,0.1000000000,0.8639605142,0.0360394858,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1707367,32950647,403888521,405700505.5885893703,11.3123684214,0.0044863483,828265,0,0,0.0000000000,27.0696876420
2,orig_inc,1.0000000000,0.1000000000,0.8640413938,0.0359586062,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1709036,32950647,403645029,401612775.0736017227,11.1883122682,0.0050347552,829934,0,0,0.0000000000,27.1491526440
3,orig_inc,1.0000000000,0.1000000000,0.8633248513,0.0366751487,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1708794,32950647,403537505,405868271.2875680923,11.3174598449,0.0057758356,829692,0,0,0.0000000000,27.5183491510
4,orig_inc,1.0000000000,0.1000000000,0.8641910422,0.0358089578,150.0000000000,0.1300000000,1300,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1707715,32950647,403689354,403497957.5370847583,11.2455245731,0.0004741182,828613,0,0,0.0000000000,28.2442934620
0,orig_inc,1.0000000000,0.1000000000,0.8629997465,0.0370002535,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1982860,32950647,601415412,598754831.2176474333,17.1712617424,0.0044238653,1103758,0,0,0.0000000000,36.0927992900
1,orig_inc,1.0000000000,0.1000000000,0.8623234463,0.0376765537,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1982116,32950647,601711792,597948609.2846140862,17.1467941824,0.0062541282,1103014,0,0,0.0000000000,34.9316661720
2,orig_inc,1.0000000000,0.1000000000,0.8625010932,0.0374989068,150.0000000000,0.1500000000,1500,1.0000000000,10000.0000000000,3.0000000000,0.5000000000,879102,1984121,32950647,601374000,602731125.2459834814,17.2919359746,0.0022567075,1105019,0,0,0.0000000000,34.3252899610
