#tri(true),#tri(est),#tri(rel-err),#tri(l2-loss),#2st(true),#2st(est),#2st(rel-err),#2st(l2-loss),#3st(true),#3st(est),#3st(rel-err),#3st(l2-loss),clst(true),clst(est),clst(rel-err),clst(l2-loss),sen_tri,sen_2st,sen_3st,eclip_sum,tclip_sum,#eclip,#tclip,max_deg
4.753000e+03,4.348235e+06,9.138400e+02,1.886583e+13,6.387300e+04,8.462081e+04,3.248291e-01,4.304715e+08,5.099980e+05,3.472767e+06,5.809374e+00,8.778000e+12,2.232399e-01,1.000000e+00,3.479487e+00,6.033563e-01,5.375793e+00,1.506938e+02,1.138590e+04,0.000000e+00,0.000000e+00,0,0,66
4.753000e+03,1.136920e+06,2.382005e+02,1.281803e+12,6.387300e+04,5.081231e+04,2.044791e-01,1.705817e+08,5.099980e+05,1.383751e+06,1.713248e+00,7.634443e+11,2.232399e-01,1.000000e+00,3.479487e+00,6.033563e-01,5.369718e+00,1.507172e+02,1.138700e+04,0.000000e+00,0.000000e+00,0,0,66
4.753000e+03,-7.289781e+06,1.534722e+03,5.321023e+13,6.387300e+04,5.749001e+04,9.993256e-02,4.074259e+07,5.099980e+05,2.954170e+06,4.792512e+00,5.973975e+12,2.232399e-01,0.000000e+00,1.000000e+00,4.983604e-02,5.374501e+00,1.510325e+02,1.143280e+04,0.000000e+00,0.000000e+00,0,0,66
4.753000e+03,5.620902e+06,1.181601e+03,3.154113e+13,6.387300e+04,6.252238e+04,2.114543e-02,1.824180e+06,5.099980e+05,-1.954435e+06,4.832240e+00,6.073429e+12,2.232399e-01,1.000000e+00,3.479487e+00,6.033563e-01,5.374050e+00,1.509364e+02,1.142065e+04,0.000000e+00,0.000000e+00,0,0,66
4.753000e+03,2.924899e+06,6.143796e+02,8.527255e+12,6.387300e+04,9.689509e+04,5.169960e-01,1.090458e+09,5.099980e+05,-4.410679e+04,1.086484e+00,3.070321e+11,2.232399e-01,1.000000e+00,3.479487e+00,6.033563e-01,5.372960e+00,1.508803e+02,1.141090e+04,0.000000e+00,0.000000e+00,0,0,66
4.753000e+03,-5.402713e+06,1.137695e+03,2.924069e+13,6.387300e+04,3.598736e+04,4.365794e-01,7.776088e+08,5.099980e+05,-3.952482e+06,8.749994e+00,1.991372e+13,2.232399e-01,0.000000e+00,1.000000e+00,4.983604e-02,5.373107e+00,1.507395e+02,1.139076e+04,0.000000e+00,0.000000e+00,0,0,66
4.753000e+03,-5.763209e+06,1.213541e+03,3.326938e+13,6.387300e+04,3.492492e+04,4.532132e-01,8.379916e+08,5.099980e+05,4.047733e+06,6.936763e+00,1.251557e+13,2.232399e-01,0.000000e+00,1.000000e+00,4.983604e-02,5.374001e+00,1.508531e+02,1.141291e+04,0.000000e+00,0.000000e+00,0,0,66
4.753000e+03,7.478626e+06,1.572454e+03,5.585877e+13,6.387300e+04,6.698046e+04,4.865067e-02,9.656336e+06,5.099980e+05,2.193040e+06,3.300096e+00,2.832632e+12,2.232399e-01,1.000000e+00,3.479487e+00,6.033563e-01,5.373705e+00,1.509690e+02,1.142289e+04,0.000000e+00,0.000000e+00,0,0,66
4.753000e+03,5.870296e+06,1.234072e+03,3.440460e+13,6.387300e+04,6.260561e+04,1.984236e-02,1.606279e+06,5.099980e+05,-9.756945e+05,2.913134e+00,2.207282e+12,2.232399e-01,1.000000e+00,3.479487e+00,6.033563e-01,5.376136e+00,1.510121e+02,1.142932e+04,0.000000e+00,0.000000e+00,0,0,66
4.753000e+03,-4.855015e+06,1.022463e+03,2.361734e+13,6.387300e+04,7.487146e+04,1.721926e-01,1.209661e+08,5.099980e+05,2.508619e+06,3.918881e+00,3.994487e+12,2.232399e-01,0.000000e+00,1.000000e+00,4.983604e-02,5.372071e+00,1.508035e+02,1.140055e+04,0.000000e+00,0.000000e+00,0,0,66
function,AVG(rel-err),AVG(l2-loss)
Triangles,1.066297e+03,2.898170e+13
2-stars,2.297860e-01,3.481907e+08
3-stars,4.405273e+00,6.335958e+12
Clst,2.487692e+00,3.819482e-01
