edge_file,n_header,n_used,attack_type,malicious_ratio,poison_prob,malicious_nodes,added_edges,removed_edges,clean_m_used,poisoned_m_used,clean_exact_triangles,poisoned_exact_triangles,load_seconds,clean_exact_seconds,poisoned_exact_seconds,epsilon,psi,workers,runs,run,noise,seed,split_factor,bias_factor,dmax_slack_multiplier,estimate,abs_error_vs_clean,relative_error_vs_clean,abs_error_vs_poisoned,relative_error_vs_poisoned,max_noisy_out_degree_before_slack,dmax_slack,max_noisy_out_degree,kcore_rounds_cap,kcore_rounds_run,kcore_max_threshold,levels_per_group,kcore_seconds,rr_seconds,maxout_seconds,count_seconds,total_seconds
../data/Gplus/edges.csv,107614,10000,original_decrease,0.03,1,300,0,689,879102,878413,32950647,32880646,37.72870412,3.76736431,3.69876558,0.50000000,0.50000000,4,5,0,1,15722096187311718082,0.80000000,8,12.00000000,31554779.67266088,1395867.32733912,0.04236236,1325866.32733912,0.04032361,435.00000000,221.04816893,656.04816893,170,70,70,5.75000000,1.33239752,2.12288135,0.04411764,1.08603746,4.58543702
../data/Gplus/edges.csv,107614,10000,original_decrease,0.03000000,1.00000000,300,0,689,879102,878413,32950647,32880646,37.72870412,3.76736431,3.69876558,0.50000000,0.50000000,4,5,1,1,4460723817787692818,0.80000000,8,12.00000000,30552266.28009403,2398380.71990597,0.07278706,2328379.71990597,0.07081308,449.00000000,221.04816893,670.04816893,170,70,70,5.75000000,0.42214566,2.82677099,0.03622394,1.48819383,4.77333768
../data/Gplus/edges.csv,107614,10000,original_decrease,0.03000000,1.00000000,300,0,689,879102,878413,32950647,32880646,37.72870412,3.76736431,3.69876558,0.50000000,0.50000000,4,5,2,1,16085610682330738317,0.80000000,8,12.00000000,32735841.42411460,214805.57588540,0.00651901,144804.57588540,0.00440395,435.00000000,221.04816893,656.04816893,170,70,70,5.75000000,0.44495270,2.80192707,0.00753265,1.42993547,4.68435245
../data/Gplus/edges.csv,107614,10000,original_decrease,0.03000000,1.00000000,300,0,689,879102,878413,32950647,32880646,37.72870412,3.76736431,3.69876558,0.50000000,0.50000000,4,5,3,1,8150873202967846913,0.80000000,8,12.00000000,32871514.79968040,79132.20031960,0.00240154,9131.20031960,0.00027771,452.00000000,221.04816893,673.04816893,170,70,70,5.75000000,0.46763405,2.56143218,0.03381202,1.40499738,4.46788002
../data/Gplus/edges.csv,107614,10000,original_decrease,0.03000000,1.00000000,300,0,689,879102,878413,32950647,32880646,37.72870412,3.76736431,3.69876558,0.50000000,0.50000000,4,5,4,1,1705041044603258258,0.80000000,8,12.00000000,32449651.49184679,500995.50815321,0.01520442,430994.50815321,0.01310785,430.00000000,221.04816893,651.04816893,170,70,70,5.75000000,0.66743855,2.77988998,0.00708740,1.20007691,4.65449736
../data/Gplus/edges.csv,107614,10000,original_decrease,0.03000000,1.00000000,300,0,689,879102,878413,32950647,32880646,37.72870412,3.76736431,3.69876558,1.00000000,0.50000000,4,5,0,1,13886243051147984436,0.80000000,8,12.00000000,31662359.43626795,1288287.56373205,0.03909749,1218286.56373205,0.03705178,430.00000000,110.52408446,540.52408446,170,70,70,5.75000000,0.63659811,1.72182125,0.00829252,1.88298066,4.24969649
../data/Gplus/edges.csv,107614,10000,original_decrease,0.03000000,1.00000000,300,0,689,879102,878413,32950647,32880646,37.72870412,3.76736431,3.69876558,1.00000000,0.50000000,4,5,1,1,1430029224877764749,0.80000000,8,12.00000000,34501201.83565466,1550554.83565466,0.04705689,1620555.83565466,0.04928601,428.00000000,110.52408446,538.52408446,170,70,70,5.75000000,0.93974596,2.30747128,0.04217032,1.46774734,4.75713824
../data/Gplus/edges.csv,107614,10000,original_decrease,0.03000000,1.00000000,300,0,689,879102,878413,32950647,32880646,37.72870412,3.76736431,3.69876558,1.00000000,0.50000000,4,5,2,1,9597252697081238370,0.80000000,8,12.00000000,33179486.75943926,228839.75943926,0.00694492,298840.75943926,0.00908865,429.00000000,110.52408446,539.52408446,170,70,70,5.75000000,0.52566963,2.40407627,0.00603685,1.55942654,4.49521331
../data/Gplus/edges.csv,107614,10000,original_decrease,0.03000000,1.00000000,300,0,689,879102,878413,32950647,32880646,37.72870412,3.76736431,3.69876558,1.00000000,0.50000000,4,5,3,1,2104722730755119818,0.80000000,8,12.00000000,34442133.57779800,1491486.57779800,0.04526426,1561487.57779800,0.04748957,434.00000000,110.52408446,544.52408446,170,70,70,5.75000000,0.95913335,2.57962620,0.03400163,1.80995797,5.38272388
../data/Gplus/edges.csv,107614,10000,original_decrease,0.03000000,1.00000000,300,0,689,879102,878413,32950647,32880646,37.72870412,3.76736431,3.69876558,1.00000000,0.50000000,4,5,4,1,13870269351386666240,0.80000000,8,12.00000000,32606257.90308557,344389.09691443,0.01045166,274388.09691443,0.00834497,425.00000000,110.52408446,535.52408446,170,70,70,5.75000000,0.96551772,2.21620797,0.04214040,1.70482056,4.92869042
