run,attack,n,eps,eps1,eps2,delta,h_prime,h,mal_ratio,mal_count,orig_poison_prob,lap_strength,edges_clean,edges_protocol,changed_edges,clean_triangles,protocol_triangles,lambda,max_d_tail,max_c_dagger,estimate,rel_clean,rel_protocol,changed_reports,bias_sum,phase2_noise_sum,time_sec,seed
0,orig_decrease,10000,1,0.1,0.9,1e-06,100,4,0.2,2000,1,0,879102,846990,32112,32950647,29873010,10322.720640826,1878.54175027519,3096.81619224779,29155761.7794997,0.115168761951784,0.0240099079570575,0,0,-2151744.66150089,3.64778066,20260619
1,orig_decrease,10000,1,0.1,0.9,1e-06,100,4,0.2,2000,1,0,879102,843997,35105,32950647,29373992,10380.2769936922,1892.43206464906,3114.08309810765,28709142.7210175,0.128722943709799,0.0226339436254514,0,0,-1994547.83694693,3.514933258,20365348
2,orig_decrease,10000,1,0.1,0.9,1e-06,100,4,0.2,2000,1,0,879102,846222,32880,32950647,29854649,10282.6744465464,1898.73185940606,3084.80233396393,30276458.4139892,0.0811573923271002,0.0141287681522972,0,0,1265428.24196782,3.548109658,20470077
3,orig_decrease,10000,1,0.1,0.9,1e-06,100,4,0.2,2000,1,0,879102,845887,33215,32950647,29866351,10052.0424266021,1880.27254671621,3015.61272798064,29499360.8761907,0.104741073029897,0.0122877456241423,0,0,-1100970.37142788,3.483537357,20574806
4,orig_decrease,10000,1,0.1,0.9,1e-06,100,4,0.2,2000,1,0,879102,841857,37245,32950647,29218083,10328.1991238476,1886.32661330737,3098.45973715427,29133828.640052,0.115834398030121,0.00288363750448722,0,0,-252763.079844242,3.426612856,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.25,0,879102,909995,30893,32950647,33525686,4509.5218847386,1552.71756364614,2705.71313084316,33266525.3798023,0.00958640902566354,0.00773021080605918,0,0,-777481.860593259,3.984343965,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.25,0,879102,910012,30910,32950647,33533549,4499.79015529226,1563.18732167396,2699.87409317536,33722119.4424741,0.0234129679600552,0.00562333687001306,0,0,565711.327422741,3.977000265,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.25,0,879102,909581,30479,32950647,33506751,4505.64779771457,1553.03112345477,2703.38867862874,32933094.1791241,0.000532700340478725,0.0171206340141989,0,0,-1720970.4626278,3.894874164,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.25,0,879102,909741,30639,32950647,33540775,4515.49823939276,1554.77400291802,2709.29894363566,33334499.660695,0.0116493208978567,0.00614998727086665,0,0,-618826.017915372,3.786965762,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.25,0,879102,909636,30534,32950647,33598741,4542.89788008815,1550.26388768485,2725.73872805289,33895551.868509,0.0286763676752385,0.0088339878124896,0,0,890432.605526657,3.738092661,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.25,0,879102,878618,484,32950647,32900453,4510.11928750082,1539.77024895365,2706.07157250049,32817168.0857276,0.00405087384998669,0.00253142150572949,0,0,-249854.742817227,3.67160216,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.25,0,879102,878590,512,32950647,32892764,4540.18585362998,1545.60778413038,2724.11151217799,32538209.8324339,0.0125168154533075,0.0107790931636539,0,0,-1063662.50269834,3.66684866,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.25,0,879102,878599,503,32950647,32894030,4505.10312036152,1549.28206909719,2703.06187221691,32882778.9861701,0.00205968683497817,0.000342038170145555,0,0,-33753.0414898749,3.603973859,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.25,0,879102,878578,524,32950647,32886830,4554.47821427684,1568.54256581989,2732.68692856611,32883289.8626997,0.00204418254064276,0.000107646048594003,0,0,-10620.4119005332,3.617979559,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.25,0,879102,878419,683,32950647,32867554,4490.12112536327,1545.34358294527,2694.07267521796,32620008.4766886,0.0100343560268007,0.00753160771596914,0,0,-742636.569934709,3.605621359,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.5,0,879102,940613,61511,32950647,36082876,4509.5218847386,1559.20613468002,2705.71313084316,35823715.3798023,0.0871930793893748,0.00718237149937094,0,0,-777481.860593259,4.348957071,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.5,0,879102,940842,61740,32950647,36127723,4499.79015529226,1564.2496252041,2699.87409317536,36316293.4424741,0.102142044205509,0.00521954960942693,0,0,565711.327422741,4.186975869,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.5,0,879102,940465,61363,32950647,36044986,4505.64779771457,1556.08852840126,2703.38867862874,35471329.1791241,0.0764987157649476,0.0159150241000475,0,0,-1720970.4626278,4.241611769,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.5,0,879102,940329,61227,32950647,36084783,4515.49823939276,1564.16128034717,2709.29894363566,35878507.660695,0.0888559384189016,0.00571640791923387,0,0,-618826.017915372,4.182669969,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.5,0,879102,939885,60783,32950647,36191443,4542.89788008815,1566.49247391735,2725.73872805289,36488253.868509,0.107360771049775,0.00820113385666785,0,0,890432.605526657,4.208731469,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.5,0,879102,878088,1014,32950647,32846258,4510.11928750082,1539.77024895365,2706.07157250049,32762973.0857276,0.00569560634947308,0.00253559824904396,0,0,-249854.742817227,3.802714263,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.5,0,879102,878029,1073,32950647,32827447,4540.18585362998,1545.60778413038,2724.11151217799,32472892.8324339,0.0144990830549118,0.010800540400418,0,0,-1063662.50269834,3.762809262,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.5,0,879102,878084,1018,32950647,32837347,4505.10312036152,1549.28206909719,2703.06187221691,32826095.9861701,0.00377992619780464,0.000342628587806225,0,0,-33753.0414898749,3.794778662,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.5,0,879102,877998,1104,32950647,32813714,4554.47821427684,1565.61527122094,2732.68692856611,32810173.8626997,0.00426313745221096,0.000107885907102217,0,0,-10620.4119005332,3.704005261,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.5,0,879102,877752,1350,32950647,32782700,4490.12112536327,1541.55756566428,2694.07267521796,32535154.4766886,0.0126095406658156,0.00755110235921496,0,0,-742636.569934709,3.768866761,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.75,0,879102,971186,92084,32950647,42441237,4509.5218847386,1568.42761784898,2705.71313084316,42182076.3798022,0.280159275166954,0.00610633993061589,0,0,-777481.860593259,4.567016975,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.75,0,879102,971181,92079,32950647,42452492,4533.10312823028,1567.61443650509,2719.86187693817,42642458.4724733,0.294131143235921,0.0044748014433001,0,0,569899.417420448,4.514709173,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.75,0,879102,971006,91904,32950647,42352629,4629.04016706198,1558.3790986753,2777.42410023719,41763261.9244617,0.267448919120214,0.0139157140761737,0,0,-1768101.22661434,4.375395272,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.75,0,879102,971175,92073,32950647,42498571,4515.49823939276,1580.59305671675,2709.29894363566,42292295.660695,0.283504255946627,0.00485370059395728,0,0,-618826.017915372,4.222523169,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.75,0,879102,970411,91309,32950647,42582907,4542.89788008815,1567.22323628478,2725.73872805289,42879717.868509,0.301331590499848,0.0069701880265959,0,0,890432.605526657,4.29375827,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.75,0,879102,877569,1533,32950647,32789174,4510.11928750082,1539.77024895365,2706.07157250049,32705889.0857276,0.00742801542781379,0.00254001257465181,0,0,-249854.742817227,3.709204161,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.75,0,879102,877521,1581,32950647,32767751,4540.18585362998,1545.60778413038,2724.11151217799,32413196.8324339,0.0163107622003926,0.0108202167297377,0,0,-1063662.50269834,3.808954362,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.75,0,879102,877599,1503,32950647,32782723,4505.10312036152,1549.28206909719,2703.06187221691,32771471.9861701,0.00543767816850214,0.00034319949047309,0,0,-33753.0414898749,3.804107263,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.75,0,879102,877496,1606,32950647,32752524,4554.47821427684,1565.61527122094,2732.68692856611,32748983.8626997,0.00612015713379718,0.000108087465267798,0,0,-10620.4119005332,3.875380164,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,0.75,0,879102,877073,2029,32950647,32702073,4490.12112536327,1541.55756566428,2694.07267521796,32454527.4766886,0.0150564425430383,0.0075697196110912,0,0,-742636.569934709,3.754228261,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,1,0,879102,1001776,122674,32950647,54437156,4509.5218847386,1591.59038738035,2705.71313084316,54177995.3798022,0.644216436168982,0.00476073034009786,0,0,-777481.860593259,4.431008672,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,1,0,879102,1001744,122642,32950647,54445337,4704.76979489695,1586.72457622244,2822.86187693817,54642497.4211186,0.65831333816051,0.00362125449087788,0,0,591481.263356092,4.397654973,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,1,0,879102,1001800,122698,32950647,54401887,4782.37350039531,1562.75529388901,2869.42410023719,53792997.6012613,0.632532362756376,0.011192431592285,0,0,-1826668.19621564,4.521942374,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,1,0,879102,1001672,122570,32950647,54480350,4545.8015654037,1596.36107744528,2727.48093924222,54272690.3552375,0.647090278841489,0.00381164300087125,0,0,-622978.934287112,4.559186674,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.05,500,1,0,879102,1001155,122053,32950647,54683464,4542.89788008815,1593.29546872179,2725.73872805289,54980274.8685089,0.668564349237479,0.00542779931624129,0,0,890432.605526657,4.543725375,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,1,0,879102,877026,2076,32950647,32728286,4510.11928750082,1538.47182868501,2706.07157250049,32645001.0857276,0.00927586988724205,0.00254473803707418,0,0,-249854.742817227,3.728938661,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,1,0,879102,876994,2108,32950647,32707940,4540.18585362998,1545.60778413038,2724.11151217799,32353385.8324339,0.0181259314139137,0.0108400029951773,0,0,-1063662.50269834,3.763990562,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,1,0,879102,877050,2052,32950647,32725034,4505.10312036152,1549.28206909719,2703.06187221691,32713782.9861701,0.00718844803957629,0.000343804496274028,0,0,-33753.0414898749,3.819326862,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,1,0,879102,876922,2180,32950647,32683795,4554.47821427684,1557.09817839892,2732.68692856611,32680254.8626997,0.00820597353673458,0.000108314756602858,0,0,-10620.4119005332,3.835535263,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.05,500,1,0,879102,876405,2697,32950647,32625066,4490.12112536327,1541.55756566428,2694.07267521796,32377520.4766886,0.0173934831480376,0.00758758689749275,0,0,-742636.569934709,3.759837162,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.25,0,879102,1002417,123315,32950647,36579165,4562.58358451758,1570.29280216394,2737.55015071055,36458367.3944396,0.106453763849906,0.00330236093580512,0,0,-362392.816681336,4.710698277,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.25,0,879102,1001999,122897,32950647,36796122,4510.30656812077,1575.23743650675,2706.18394087246,36611516.9168409,0.111101609532612,0.0050169711677515,0,0,-553815.249476898,4.640983976,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.25,0,879102,1002350,123248,32950647,36694169,4529.95760247118,1575.80284348521,2717.97456148271,36722070.9788182,0.114456750388489,0.000760392715752957,0,0,83705.9364550653,4.671056176,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.25,0,879102,1001556,122454,32950647,36772166,4539.01625521585,1571.93564154744,2723.40975312951,36752024.1013539,0.115365780263856,0.000547748496678406,0,0,-60425.6959386133,4.659107677,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.25,0,879102,1000866,121764,32950647,36931997,4465.01632924965,1567.08313005869,2679.00979754979,36437748.3334407,0.10582800797328,0.0133826683284756,0,0,-1482745.99967765,4.574329075,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.25,0,879102,877359,1743,32950647,32771422,4534.23947257155,1541.73459225293,2720.54368354293,32868703.9037358,0.00248684331643721,0.00296849809372837,0,0,291845.711207336,3.816873562,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.25,0,879102,876915,2187,32950647,32699336,4468.90823975669,1543.86602849136,2681.34494385402,32717197.1219648,0.00708483442025165,0.000546222772377958,0,0,53583.3658942005,3.788559762,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.25,0,879102,877111,1991,32950647,32743825,4515.57178044829,1546.16122490835,2709.34306826897,32737710.361357,0.00646229006195281,0.000186741733533427,0,0,-18343.9159286624,3.905509964,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.25,0,879102,876934,2168,32950647,32706723,4568.92218565676,1543.97197006441,2741.35331139406,32814666.5086952,0.00412679275477701,0.00330034619167396,0,0,323830.526085043,3.857074963,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.25,0,879102,876609,2493,32950647,32651759,4505.56006102401,1551.97891750309,2703.33603661441,32415163.4491887,0.0162510784935808,0.00724602771970944,0,0,-709786.652434315,4.445454873,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.5,0,879102,1125193,246091,32950647,55898691,4562.58358451758,1636.82269175276,2737.55015071055,55777893.3944395,0.69277080946057,0.00216100955853351,0,0,-362392.816681336,5.674543493,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.5,0,879102,1124893,245791,32950647,56505161,4763.57295434197,1650.97488463258,2858.14377260518,56310189.8227442,0.70892516382893,0.00345050210998881,0,0,-584913.531766758,5.999263798,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.5,0,879102,1125234,246132,32950647,56256745,4735.60202944115,1628.40692457566,2841.36121766469,56285913.6322727,0.708188419859334,0.000518491289758953,0,0,87505.896818248,6.888892612,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.5,0,879102,1124387,245285,32950647,56388135,4539.01625521585,1634.26905597978,2723.40975312951,56367993.101354,0.710679401874992,0.000357201007729677,0,0,-60425.6959386133,5.631879592,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.5,0,879102,1123127,244025,32950647,56621114,4465.01632924965,1646.08916541528,2679.00979754979,56126865.3334407,0.703361555645346,0.00872905232064749,0,0,-1482745.99967765,5.759419795,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.5,0,879102,875583,3519,32950647,32593824,4534.23947257155,1539.14970111067,2720.54368354293,32691105.9037358,0.00787666161044522,0.00298467291643251,0,0,291845.711207336,3.65852656,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.5,0,879102,874664,4438,32950647,32455100,4468.90823975669,1543.10815582559,2681.34494385402,32472961.1219648,0.0144970105756999,0.000550333290140712,0,0,53583.3658942005,3.607267658,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.5,0,879102,875162,3940,32950647,32546899,4515.57178044829,1546.16122490835,2709.34306826897,32540784.361357,0.0124386825740634,0.000187871620058648,0,0,-18343.9159286624,3.69494796,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.5,0,879102,874786,4316,32950647,32465210,4568.92218565676,1543.97197006441,2741.35331139406,32573153.5086952,0.0114563301687162,0.00332489790440849,0,0,323830.526085043,3.528681857,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.5,0,879102,874194,4908,32950647,32377264,4505.56006102401,1549.41198862292,2703.33603661441,32140668.4491887,0.0245815674214614,0.00730745966710701,0,0,-709786.652434315,3.561482958,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.75,0,879102,1247978,368876,32950647,105776231,4562.58358451758,1731.52710015234,2737.55015071055,105655433.39444,2.20647522928579,0.00114201086971949,0,0,-362392.816681336,7.159396417,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.75,0,879102,1247116,368014,32950647,106543746,5040.443569271,1753.91629661269,3024.2661415626,106337442.616803,2.22717313006943,0.00193632560279261,0,0,-618910.149593917,7.267001319,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.75,0,879102,1248285,369183,32950647,106555834,5095.60202944115,1696.94700015136,3057.36121766469,106587220.028827,2.23475347931186,0.000294550074346826,0,0,94158.0864783396,7.154218317,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.75,0,879102,1247018,367916,32950647,106530517,4895.66362494751,1727.76790631318,2937.39817496851,106508792.47755,2.23237332722328,0.00020392769191324,0,0,-65173.5673514872,7.199112218,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.75,0,879102,1245967,366865,32950647,106958566,4764.47850021778,1752.95471586023,2858.68710013067,106431168.792031,2.23001757118854,0.00493085526192502,0,0,-1582191.62390729,7.32938172,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.75,0,879102,873788,5314,32950647,32432593,4534.23947257155,1539.14970111067,2720.54368354293,32529874.9037358,0.0127697673512828,0.0029995105151092,0,0,291845.711207336,3.545415658,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.75,0,879102,872605,6497,32950647,32239150,4468.90823975669,1543.04892982797,2681.34494385402,32257011.1219648,0.0210507513869198,0.000554019630320458,0,0,53583.3658942005,3.520893557,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.75,0,879102,873259,5843,32950647,32355846,4515.57178044829,1546.16122490835,2709.34306826897,32349731.361357,0.0182368388287795,0.000188980953952115,0,0,-18343.9159286624,3.583893559,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.75,0,879102,872681,6421,32950647,32248969,4568.92218565676,1543.97197006441,2741.35331139406,32356912.5086952,0.0180189023694988,0.00334719254730846,0,0,323830.526085043,3.571376558,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,0.75,0,879102,871740,7362,32950647,32105623,4505.56006102401,1549.41198862292,2703.33603661441,31869027.4491887,0.0328254419651085,0.00736928701901458,0,0,-709786.652434315,3.565703159,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,1,0,879102,1371452,492350,32950647,201709934,5049.55709171585,1877.17137966704,3029.73425502951,201576243.428744,5.11752004228458,0.000662786252539268,0,0,-401071.713769733,6.219857401,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,1,0,879102,1369972,490870,32950647,202241336,5163.77690260434,1896.03358930758,3098.2661415626,202029984.631723,5.13129036985899,0.00104504535253418,0,0,-634054.104830046,6.490340906,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,1,0,879102,1370766,491664,32950647,201984391,5420.60202944115,1841.77759336235,3252.36121766469,202017778.845159,5.13091994354949,0.000165299135213988,0,0,100163.535477038,6.263657903,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,1,0,879102,1370021,490919,32950647,202310087,5223.99695828084,1875.0514118513,3134.39817496851,202286905.497369,5.13908751161606,0.00011458401790376,0,0,-69544.507892562,6.504732606,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,1,0,879102,1368801,489699,32950647,202776281,5001.94109591778,1911.73494730891,3001.16465755067,202222598.205904,5.13713588707085,0.00273051064634364,0,0,-1661048.38228927,6.625828208,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,1,0,879102,871952,7150,32950647,32259215,4534.23947257155,1539.14970111067,2720.54368354293,32356496.9037358,0.0180315153224224,0.00301563146331267,0,0,291845.711207336,3.476691356,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,1,0,879102,870472,8630,32950647,32018428,4468.90823975669,1543.04892982797,2681.34494385402,32036289.1219649,0.0277493148476005,0.000557838815973632,0,0,53583.3658942005,3.546654857,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,1,0,879102,871266,7836,32950647,32158066,4515.57178044829,1546.16122490835,2709.34306826897,32151951.361357,0.0242391488896408,0.000190143233209253,0,0,-18343.9159286624,3.546617958,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,1,0,879102,870521,8581,32950647,32019635,4568.92218565676,1538.18254389665,2741.35331139406,32127578.5086952,0.0249788264037673,0.00337116612026293,0,0,323830.526085043,3.485330357,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.1,1000,1,0,879102,869301,9801,32950647,31845771,4505.56006102401,1546.42270150646,2703.33603661441,31609175.4491887,0.0407115390120042,0.00742941820473681,0,0,-709786.652434315,3.519262458,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.25,0,879102,1155617,276515,32950647,44556079,4572.49468904042,1635.66135461447,2743.49681342425,44409536.0432818,0.347759151535985,0.00328895540198328,0,0,-439628.8701549,5.808283095,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.25,0,879102,1155496,276394,32950647,44898559,4589.43368746833,1623.17891499817,2753.660212481,44865850.1886505,0.361607563840871,0.000728504702110569,0,0,-98126.4340483646,5.858433495,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.25,0,879102,1156287,277185,32950647,44754533,4630.52964610328,1603.26158524225,2778.31778766197,44929104.2016077,0.363527223049905,0.00390063731885431,0,0,523713.604823566,5.814913395,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.25,0,879102,1155537,276435,32950647,44876239,4534.98907026603,1631.55350193587,2720.99344215962,44855710.662638,0.361299845269745,0.000457443355759408,0,0,-61585.0120868051,5.850024996,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.25,0,879102,1154392,275290,32950647,44918768,4496.83601827042,1636.01494992803,2698.10161096225,45280563.2675727,0.374193449602757,0.00805443434184862,0,0,1085385.80271793,5.847672796,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.25,0,879102,874732,4370,32950647,32499258,4480.87908637066,1544.1715611261,2688.5274518224,32571883.7022023,0.0114948667866122,0.00223468801048677,0,0,217877.106606969,3.590395159,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.25,0,879102,874215,4887,32950647,32402915,4539.10392918409,1540.71144667013,2723.46235751046,32620953.2171138,0.010005684649719,0.00672896920273343,0,0,654114.651341768,3.614690659,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.25,0,879102,874644,4458,32950647,32483688,4491.09289682192,1535.67842283856,2694.65573809315,32150597.8862585,0.0242802247173317,0.0102540731748646,0,0,-999270.341224454,3.739764961,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.25,0,879102,874489,4613,32950647,32474443,4579.38321777211,1545.50497969122,2747.62993066326,32264215.9101745,0.0208320974645965,0.00647361649360744,0,0,-630681.269476098,3.612422259,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.25,0,879102,874097,5005,32950647,32409100,4500.83665052337,1549.66053021177,2700.50199031402,32538580.1983677,0.0125055754332319,0.00399518031564294,0,0,388440.595103435,3.749801262,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.5,0,879102,1432203,553101,32950647,109376047,4942.56669149208,1817.42245315895,2965.54001489525,109217643.680586,2.31458267513186,0.00144824505693077,0,0,-475209.958243145,9.578659857,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.5,0,879102,1431886,552784,32950647,110260358,5079.43368746833,1830.54505535768,3047.660212481,110224156.967463,2.34512876082413,0.000328323190614161,0,0,-108603.097610361,9.690654359,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.5,0,879102,1432645,553543,32950647,109822602,5077.41638044803,1756.79806107184,3046.44982826882,110014020.854071,2.33875146227237,0.0017429823240816,0,0,574256.562212565,10.201684867,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.5,0,879102,1432196,553094,32950647,110185165,4889.96173667092,1789.80854799047,2933.97704200255,110163029.823341,2.34327364871898,0.000200890715724277,0,0,-66405.5299783194,9.862822862,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.5,0,879102,1430219,551117,32950647,109951886,4918.97356148092,1805.56333283828,2951.38413688855,110347644.561937,2.34887641392708,0.00359937947710123,0,0,1187275.68581203,9.502541055,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.5,0,879102,870444,8658,32950647,32080403,4480.87908637066,1538.1602815281,2688.5274518224,32153028.7022023,0.0242064532996176,0.00226386502072048,0,0,217877.106606969,3.558331158,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.5,0,879102,869243,9859,32950647,31884320,4539.10392918409,1538.6275801265,2723.46235751046,32102358.2171138,0.0257442223482357,0.00683841515559291,0,0,654114.651341768,3.63797616,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.5,0,879102,870216,8886,32950647,32047204,4491.09289682192,1534.66002428717,2694.65573809315,31714113.8862585,0.0375268234866973,0.0103937339975579,0,0,-999270.341224454,3.612503258,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.5,0,879102,869847,9255,32950647,32018231,4579.38321777211,1545.50497969122,2747.62993066326,31808003.9101745,0.0346774098191615,0.00656585586585111,0,0,-630681.269476098,3.591703959,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,7,0.15,1500,0.5,0,879102,869257,9845,32950647,31918612,4500.83665052337,1547.88702657523,2700.50199031402,32048092.1983677,0.0273911101542949,0.00405657358683751,0,0,388440.595103435,3.483773057,20679535
