run,attack,n,eps,eps1,eps2,delta,h_prime,h,mal_ratio,mal_count,orig_poison_prob,lap_strength,edges_clean,edges_protocol,changed_edges,clean_triangles,protocol_triangles,lambda,max_d_tail,max_c_dagger,estimate,rel_clean,rel_protocol,changed_reports,bias_sum,phase2_noise_sum,time_sec,seed
3,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.5,0,879102,877998,1104,32950647,32813714,26151.6514284295,2658.00478071504,3922.74771426442,32829509.0697738,0.00367634451081394,0.000481355745764775,0,0,47385.2093213748,3.386940355,20574806
4,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.5,0,879102,877752,1350,32950647,32782700,25539.8404285394,2668.35709243392,3830.97606428091,31433234.3170688,0.0460510739874446,0.0411639579086277,0,0,-4048397.04879404,3.473333957,20679535
0,orig_increase,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.75,0,879102,971186,92084,32950647,42441237,25853.944813397,2709.80688180767,3878.09172200955,40915541.746677,0.24172195303713,0.0359484162377964,0,0,-4577085.75996899,4.014669966,20260619
1,orig_increase,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.75,0,879102,971181,92079,32950647,42452492,25651.8877544664,2696.0634356456,3847.78316316995,43517996.8757227,0.32070234844623,0.0250987592370958,0,0,3196514.62716796,4.155360468,20365348
2,orig_increase,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.75,0,879102,971006,91904,32950647,42352629,26045.6896984317,2684.06316146201,3906.85345476475,39062189.0522742,0.185475631245549,0.0776915158614063,0,0,-9871319.84317752,4.363330271,20470077
3,orig_increase,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.75,0,879102,971175,92073,32950647,42498571,25421.3783578637,2712.09601167207,3813.20675367956,41369978.52021,0.255513390077288,0.0265560100783145,0,0,-3385777.43937033,4.128143967,20574806
4,orig_increase,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.75,0,879102,970411,91309,32950647,42582907,25966.3660814105,2691.65387961882,3894.95491221157,44289373.7944499,0.344112417411709,0.0400739854244773,0,0,5119400.38334934,4.149235668,20679535
0,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.75,0,879102,877569,1533,32950647,32789174,25441.9086000131,2672.08077654143,3816.28629000197,32343043.4963477,0.0184398049498797,0.0136060305652206,0,0,-1338391.51095733,3.592298158,20260619
1,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.75,0,879102,877521,1581,32950647,32767751,25922.9736580797,2685.08833782011,3888.44604871196,30726435.7224435,0.0675012929960533,0.0622964718438114,0,0,-6123945.83266988,3.737222161,20365348
2,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.75,0,879102,877599,1503,32950647,32782723,25536.4725765006,2690.50775179194,3830.4708864751,32748079.8102391,0.00614759369553304,0.00105675144071878,0,0,-103929.569282291,3.610240359,20470077
3,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.75,0,879102,877496,1606,32950647,32752524,26151.6514284295,2658.00478071504,3922.74771426442,32768319.0697738,0.00553336419239983,0.00048225504006327,0,0,47385.2093213748,3.498659957,20574806
4,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,0.75,0,879102,877073,2029,32950647,32702073,25539.8404285394,2668.35709243392,3830.97606428091,31352607.3170688,0.0484979758646672,0.0412654476959662,0,0,-4048397.04879404,3.574232458,20679535
0,orig_increase,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,1,0,879102,1001776,122674,32950647,54437156,25853.944813397,2714.97483339403,3878.09172200955,52911460.7466772,0.605779114039164,0.0280267259612677,0,0,-4577085.75996899,4.173580568,20260619
1,orig_increase,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,1,0,879102,1001744,122642,32950647,54445337,25651.8877544664,2703.89059391001,3847.78316316995,55510841.8757227,0.684666218412121,0.0195701768862723,0,0,3196514.62716796,4.097150667,20365348
2,orig_increase,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,1,0,879102,1001800,122698,32950647,54401887,26172.3563650983,2696.32219984473,3925.85345476475,51095444.8244631,0.550665904207073,0.0607780788107023,0,0,-9919326.52661009,4.174453169,20470077
3,orig_increase,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,1,0,879102,1001672,122570,32950647,54480350,25421.3783578637,2734.51522764283,3813.20675367956,53351757.52021,0.619141424452455,0.0207155879099523,0,0,-3385777.43937033,4.140494968,20574806
4,orig_increase,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,1,0,879102,1001155,122053,32950647,54683464,25966.3660814105,2713.04646880204,3894.95491221157,56389930.7944496,0.711345176149337,0.0312062672995556,0,0,5119400.38334934,4.220953869,20679535
0,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,1,0,879102,877026,2076,32950647,32728286,25441.9086000131,2670.40233084246,3816.28629000197,32282155.4963477,0.0202876594093084,0.0136313433478413,0,0,-1338391.51095733,3.578479259,20260619
1,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,1,0,879102,876994,2108,32950647,32707940,25922.9736580797,2685.08833782011,3888.44604871196,30666624.7224435,0.0693164622095742,0.0624103895738013,0,0,-6123945.83266988,3.445923157,20365348
2,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,3,0.05,500,1,0,879102,877050,2052,32950647,32725034,25536.4725765006,2690.50775179194,3830.4708864751,32690390.8102391,0.00789836356660685,0.00105861432446253,0,0,-103929.569282291,3.512917758,20470077
