run,attack,n,eps,eps1,eps2,delta,h_prime,h,mal_ratio,mal_count,orig_poison_prob,lap_strength,edges_clean,edges_protocol,changed_edges,clean_triangles,protocol_triangles,lambda,max_d_tail,max_c_dagger,estimate,rel_clean,rel_protocol,changed_reports,bias_sum,phase2_noise_sum,time_sec,seed
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.25,0,7569,7545,24,7790,7686,744.263752555919,446.558251533552,438.805453002905,-38781.4853451373,5.97836782350928,6.04573059395489,0,0,-139402.456035412,0.0093211,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.25,0,7569,7545,24,7790,7730,744.53741054819,446.722446328914,380.779931697136,3030.75244732134,0.610943203167992,0.607923357396981,0,0,-14097.7426580358,0.0099105,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.25,0,7569,7552,17,7790,7760,745.525166327103,447.315099796262,381.005315209009,-27384.5855432421,4.51535116087832,4.5289414359848,0,0,-105433.756629726,0.0079393,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.25,0,7569,7554,15,7790,7721,745.458609917673,447.275165950604,370.721427054255,-28848.0803670052,4.70321955930747,4.73631399650372,0,0,-109707.241101015,0.0084435,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.1,1000,0.5,0,7569,257246,249677,7790,20777387,1512.20966094332,907.325796565992,906.203995395942,20832972.3438308,2673.32250883579,0.00267528076705653,0,0,166756.031492586,1.409029923,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.1,1000,0.5,0,7569,257559,249990,7790,20866628,1514.80740304649,908.884441827894,871.80499586081,20938899.4240209,2686.92033684479,0.0034634931921401,0,0,216814.272062768,1.461465124,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.1,1000,0.5,0,7569,257546,249977,7790,20852627,1512.22620124238,907.335720745428,849.708316678675,20866625.2294459,2677.64251982617,0.000671293331334262,0,0,41994.6883376312,1.423925224,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.1,1000,0.5,0,7569,257157,249588,7790,20756759,1512.70193647409,907.621161884451,846.871904477609,20680475.1353523,2653.74648720825,0.00367513370693915,0,0,-228851.593943354,1.452309224,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.1,1000,0.5,0,7569,256473,248904,7790,20588997,1507.90297342297,904.741784053782,885.895806012224,20702517.1693484,2656.57601660442,0.00551363280826253,0,0,340560.508045195,1.437253423,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.5,0,7569,7530,39,7790,7570,750.204604141451,450.12276248487,397.130214891229,-21620.4912877691,3.77541608315393,3.8560754673407,0,0,-87571.4738633078,0.0110905,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.5,0,7569,7515,54,7790,7596,744.263752555919,446.558251533552,438.805453002905,-38871.4853451373,5.98992109693675,6.11736247303018,0,0,-139402.456035412,0.010282701,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.5,0,7569,7530,39,7790,7661,744.53741054819,446.722446328914,380.779931697136,2961.75244732133,0.619800712795722,0.613398714616718,0,0,-14097.7426580358,0.0084066,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.5,0,7569,7533,36,7790,7680,745.525166327103,447.315099796262,381.005315209009,-27464.5855432421,4.52562073725829,4.57611790927631,0,0,-105433.756629726,0.0081725,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.5,0,7569,7530,39,7790,7656,745.458609917673,447.275165950604,370.721427054255,-28913.0803670052,4.7115635901162,4.77652564877288,0,0,-109707.241101015,0.011161399,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.1,1000,0.75,0,7569,381776,374207,7790,69920546,2063.0952948369,1157.25590935223,1237.85717690214,69996258.2607837,8984.39900651909,0.00108283280258834,0,0,227136.782351673,2.339610639,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.1,1000,0.75,0,7569,381954,374385,7790,70036002,2058.44161931073,1157.89994167199,1235.06497158644,70134596.3110952,9002.15742119322,0.00140776612427367,0,0,295782.933286412,2.39407194,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.1,1000,0.75,0,7569,382548,374979,7790,70349580,2052.33520419356,1157.90918084922,1231.40112251613,70371674.1659214,9032.59103541995,0.000314062513541305,0,0,66282.4977645684,2.355597339,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.1,1000,0.75,0,7569,381929,374360,7790,70008408,2117.31869730011,1156.53686862194,1270.39121838007,69901298.3973299,8972.20903688445,0.00152995341174046,0,0,-321328.80801108,2.44241844,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.1,1000,0.75,0,7569,381764,374195,7790,69910402,2057.14613120365,1153.18694262176,1234.28767872219,70066932.6104321,8993.47145191683,0.00223901745597277,0,0,469591.831295305,2.329471738,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.75,0,7569,7509,60,7790,7499,750.204604141451,450.12276248487,397.130214891229,-21691.4912877691,3.78453033219116,3.89258451630472,0,0,-87571.4738633078,0.0096177,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.75,0,7569,7495,74,7790,7524,744.263752555919,446.558251533552,438.805453002905,-38943.4853451373,5.99916371567873,6.17590182683909,0,0,-139402.456035412,0.008169099,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.75,0,7569,7513,56,7790,7633,744.53741054819,446.722446328914,380.779931697136,2933.75244732133,0.623395064528712,0.615648834361151,0,0,-14097.7426580358,0.0117346,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.75,0,7569,7514,55,7790,7635,745.525166327103,447.315099796262,381.005315209009,-27509.5855432421,4.53139737397203,4.6030891346748,0,0,-105433.756629726,0.0089357,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,0.75,0,7569,7507,62,7790,7589,745.458609917673,447.275165950604,370.721427054255,-28980.0803670052,4.72016436033443,4.81869552866059,0,0,-109707.241101015,0.0094101,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.1,1000,1,0,7569,506984,499415,7790,166175163,2465.89023997154,1403.6430005762,1479.53414398293,166265657.183851,21342.4733227023,0.000544571055127799,0,0,271482.551553107,1.328123922,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.1,1000,1,0,7569,506960,499391,7790,166175196,2492.90554275142,1403.53890880127,1495.74332565085,166294600.068742,21346.1887122904,0.000718543270094259,0,0,358212.206226123,1.388283823,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.1,1000,1,0,7569,506993,499424,7790,166175168,2485.13836818175,1400.02505746628,1491.08302090905,166201921.455933,21334.2915861274,0.000160995510066747,0,0,80260.3677981412,1.317278021,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.1,1000,1,0,7569,506986,499417,7790,166175157,2562.31869730011,1400.7281760684,1537.39121838007,166045536.013828,21314.2164330974,0.000780026259710671,0,0,-388862.958513439,1.352601722,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.1,1000,1,0,7569,506985,499416,7790,166175253,2443.33584727859,1400.32256150557,1466.00150836716,166361169.229218,21354.7341757661,0.00111879612554713,0,0,557748.687654815,1.337218622,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,1,0,7569,7484,85,7790,7405,750.204604141451,450.12276248487,397.130214891229,-21785.4912877691,3.79659708443763,3.94199747302756,0,0,-87571.4738633078,0.008132001,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,1,0,7569,7460,109,7790,7383,744.263752555919,446.558251533552,438.805453002905,-39084.4853451372,6.01726384404843,6.29384875323544,0,0,-139402.456035412,0.0120665,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,1,0,7569,7493,76,7790,7547,744.53741054819,446.722446328914,380.779931697136,2847.75244732133,0.634434859137184,0.622664310676913,0,0,-14097.7426580358,0.0091394,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,1,0,7569,7486,83,7790,7573,745.525166327103,447.315099796262,381.005315209009,-27571.5855432421,4.53935629566651,4.6407745336382,0,0,-105433.756629726,0.009488701,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.1,1000,1,0,7569,7485,84,7790,7566,745.458609917673,447.275165950604,370.721427054255,-29003.0803670052,4.72311686354367,4.83334395545932,0,0,-109707.241101015,0.0115716,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.15,1500,0.25,0,7569,288399,280830,7790,8776172,1406.26043656577,793.87548498983,843.756261939462,8795309.3293355,1128.0512617889,0.00218060098816384,0,0,57411.9880064503,1.464705224,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.15,1500,0.25,0,7569,288754,281185,7790,8809351,1319.92287504185,791.953725025113,733.091809458587,8918154.89408428,1143.8209106655,0.0123509545804544,0,0,326411.682252895,1.374912522,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.15,1500,0.25,0,7569,289153,281584,7790,8843620,1324.95475810235,794.97285486141,688.856431681721,8803133.01522941,1129.05558603715,0.00457810091010113,0,0,-121460.95431183,1.407990923,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.15,1500,0.25,0,7569,288538,280969,7790,8791800,1320.09553429791,792.057320578747,666.651854588358,8898142.3411585,1141.25190515513,0.0120956278758043,0,0,319027.023475384,1.394506322,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.15,1500,0.25,0,7569,287647,280078,7790,8704317,1317.67110425346,790.602662552075,731.809476570597,8714409.92664608,1117.66622935123,0.00115953114369361,0,0,30278.7799382048,1.390083023,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.25,0,7569,7525,44,7790,7445,749.918338453421,449.951003072053,369.766055835303,-28871.4832200529,4.7062237766435,4.87796953929521,0,0,-108949.449660158,0.010037699,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.25,0,7569,7522,47,7790,7601,745.05640144448,447.033840866688,354.717033471415,-37467.1866700521,5.8096516906357,5.92924439811236,0,0,-135204.560010156,0.0093646,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.25,0,7569,7519,50,7790,7655,744.594531519516,446.75671891171,377.315784203467,5702.70403816197,0.267945566346345,0.255035396713002,0,0,-5856.88788551424,0.0105955,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.25,0,7569,7520,49,7790,7603,745.826576626863,447.495945976118,389.263176825049,-30090.8999896983,4.86275994732969,4.95776666969594,0,0,-113081.699969094,0.0080746,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.25,0,7569,7530,39,7790,7687,747.092634251159,448.255580550696,329.237763243153,-23387.690269852,4.00227089471784,4.04249905943177,0,0,-93224.0708095561,0.0098904,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.15,1500,0.5,0,7569,569308,561739,7790,70109879,2050.3775059128,1169.56550703223,1230.22650354768,70137190.7980197,9002.4904747137,0.00038955705542898,0,0,81935.3940581837,4.556388275,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.15,1500,0.5,0,7569,569835,562266,7790,70305239,2117.21565885304,1170.66799399172,1270.32939531183,70481090.9829836,9046.63683992087,0.00250126427965922,0,0,527555.948950163,4.498296774,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.15,1500,0.5,0,7569,569925,562356,7790,70313683,1975.23651484827,1170.06798220407,1185.14190890896,70253996.0906593,9017.48473564305,0.000848866206321174,0,0,-179060.728021865,4.517357073,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.15,1500,0.5,0,7569,569823,562254,7790,70301068,1950.9037445486,1170.54224672916,1132.08622575991,70459017.9049683,9043.80332541314,0.00224676394629341,0,0,473849.714905951,4.622564575,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,4,0.15,1500,0.5,0,7569,568345,560776,7790,69745700,2066.83622169819,1168.34213614569,1240.10173301892,69760066.2901756,8954.07911298789,0.000205981016401465,0,0,43098.8705264702,4.464373073,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.5,0,7569,7478,91,7790,7192,749.918338453421,449.951003072053,369.766055835303,-29124.4832200529,4.73870131194517,5.04956663237665,0,0,-108949.449660158,0.008943601,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.5,0,7569,7458,111,7790,7445,745.05640144448,447.033840866688,354.717033471415,-37623.1866700521,5.82967736457665,6.05348377032265,0,0,-135204.560010156,0.0088745,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.5,0,7569,7488,81,7790,7613,744.594531519516,446.75671891171,377.315784203467,5660.70403816198,0.27333709394583,0.256442396143178,0,0,-5856.88788551424,0.0093999,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.5,0,7569,7473,96,7790,7473,745.826576626863,447.495945976118,389.263176825049,-30220.8999896983,4.87944800894715,5.04401177434742,0,0,-113081.699969094,0.009218701,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.5,0,7569,7479,90,7790,7567,747.092634251159,448.255580550696,329.237763243153,-23507.690269852,4.0176752592878,4.10660635256402,0,0,-93224.0708095561,0.009198,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,5,0.15,1500,0.75,0,7569,850023,842454,7790,236377599,2702.38446243181,1543.79238626584,1621.43067745909,236411825.526001,30347.1162421053,0.000144795979590814,0,0,102679.578003862,7.422105921,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,5,0.15,1500,0.75,0,7569,850481,842912,7790,236775260,2731.06255683641,1541.27475046572,1638.63753410184,237001600.687302,30422.8255054303,0.000955930477287977,0,0,679022.061909499,7.635016324,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,5,0.15,1500,0.75,0,7569,850830,843261,7790,237035111,2708.77336899153,1544.19217585046,1625.26402139492,236954315.182842,30416.7554791838,0.000340860123283524,0,0,-242387.451473554,7.588754524,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,5,0.15,1500,0.75,0,7569,850656,843087,7790,236897805,2741.59922568838,1539.56578293735,1644.95953541303,237120382.360656,30438.0734737684,0.000939550118060625,0,0,667732.081969429,7.642790525,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,5,0.15,1500,0.75,0,7569,850113,842544,7790,236444267,2717.60685639878,1541.71075768144,1630.56411383927,236462996.49311,30353.6850440449,7.92131412090507e-05,0,0,56188.4793330455,7.553914624,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.75,0,7569,7431,138,7790,7061,749.918338453421,449.951003072053,369.766055835303,-29255.4832200528,4.75551774326737,5.1432492876438,0,0,-108949.449660158,0.011295201,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.75,0,7569,7412,157,7790,7285,744.263752555919,446.558251533552,354.717033471415,-37735.2396314062,5.844061570142,6.17985444494251,0,0,-135060.718894218,0.0112706,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.75,0,7569,7454,115,7790,7504,744.594531519516,446.75671891171,377.315784203467,5551.70403816196,0.287329391763548,0.260167372313172,0,0,-5856.88788551424,0.0091671,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.75,0,7569,7437,132,7790,7386,745.826576626863,447.495945976118,389.263176825049,-30307.8999896983,4.89061617326037,5.10342539800952,0,0,-113081.699969094,0.010404201,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,0.75,0,7569,7438,131,7790,7459,747.092634251159,448.255580550696,329.237763243153,-23615.690269852,4.03153918740077,4.16606653302748,0,0,-93224.0708095561,0.0111622,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,6,0.15,1500,1,0,7569,1131628,1124059,7790,561383956,3280.3775059128,1912.26160572004,1968.22650354768,561423744.501624,72068.8003211327,7.08757370038386e-05,0,0,119365.504873847,3.850352963,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,6,0.15,1500,1,0,7569,1131616,1124047,7790,561384109,3329.98014825283,1909.19141652674,1997.9880889517,561662997.457727,72099.5131524682,0.00049678723222875,0,0,836665.373187516,3.864077263,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,6,0.15,1500,1,0,7569,1131663,1124094,7790,561384016,3330.98576187198,1911.04112842397,1998.59145712319,561285113.421064,72051.0042902522,0.000176176335835723,0,0,-296707.736811569,3.976100865,20470077
3,orig_increase,10000,2,0.2,1.8,1e-06,100,6,0.15,1500,1,0,7569,1131637,1124068,7790,561384104,3337.15740847298,1907.25931239332,2002.29444508379,561654739.033514,72098.4530209902,0.0004820853166053,0,0,811905.100543517,3.837553763,20574806
4,orig_increase,10000,2,0.2,1.8,1e-06,100,6,0.15,1500,1,0,7569,1131634,1124065,7790,561384317,3325.94018973212,1911.95891254236,1995.56411383927,561404488.748118,72066.3284657404,3.59321546876867e-05,0,0,60515.2443486726,3.939903964,20679535
0,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,1,0,7569,7378,191,7790,6835,749.918338453421,449.951003072053,369.766055835303,-29481.4832200529,4.7845292965408,5.31331137089288,0,0,-108949.449660158,0.0090354,20260619
1,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,1,0,7569,7366,203,7790,7199,744.263752555919,446.558251533552,354.717033471415,-37821.2396314062,5.85510136475047,6.25367962653232,0,0,-135060.718894218,0.006973,20365348
2,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,1,0,7569,7413,156,7790,7410,744.594531519516,446.75671891171,377.315784203467,5457.70403816195,0.299396144010019,0.263467741138738,0,0,-5856.88788551424,0.009120901,20470077
3,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,1,0,7569,7387,182,7790,7302,745.826576626863,447.495945976118,389.263176825049,-30391.8999896983,4.90139922845934,5.1621336605996,0,0,-113081.699969094,0.0126829,20574806
4,orig_decrease,10000,2,0.2,1.8,1e-06,100,2,0.15,1500,1,0,7569,7384,185,7790,7354,747.092634251159,448.255580550696,329.237763243153,-23720.690269852,4.04501800639949,4.22554939758662,0,0,-93224.0708095561,0.0093032,20679535
0,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.2,2000,0.25,0,7569,507433,499864,7790,20866265,1540.41741819166,924.250450914999,796.944762180047,20827443.7108972,2672.61279985843,0.00186048097744446,0,0,-116463.867308496,3.105612151,20260619
1,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.2,2000,0.25,0,7569,507434,499865,7790,20867688,1543.06754333564,925.840526001381,710.672572625002,20820286.5311827,2671.69403481164,0.002271524704476,0,0,-142204.406452077,3.149136952,20365348
2,orig_increase,10000,2,0.2,1.8,1e-06,100,3,0.2,2000,0.25,0,7569,507872,500303,7790,20919595,1540.06588835293,924.039533011759,766.101180392661,20888156.8337684,2680.40652551585,0.00150280950618548,0,0,-94314.4986947014,3.279410254,20470077
