run,attack,n,eps,eps1,eps2,delta,h_prime,h,mal_ratio,mal_count,orig_poison_prob,lap_strength,edges_clean,edges_protocol,changed_edges,clean_triangles,protocol_triangles,lambda,max_d_tail,max_c_dagger,estimate,rel_clean,rel_protocol,changed_reports,bias_sum,phase2_noise_sum,time_sec,seed
0,none,10000,2,0.2,1.8,1e-06,100,2,0,0,0,0,7569,7569,0,7790,7790,753.548786235113,452.129271741068,378.754806219089,-18480.930746266,3.37239162339744,3.37239162339744,0,0,-78812.7922387983,0.0112852,20260619
1,none,10000,2,0.2,1.8,1e-06,100,2,0,0,0,0,7569,7569,0,7790,7790,745.794376464635,447.476625878781,441.496123471074,-41682.909367733,6.35082276864352,6.35082276864352,0,0,-148418.728103199,0.0067869,20365348
2,none,10000,2,0.2,1.8,1e-06,100,2,0,0,0,0,7569,7569,0,7790,7790,744.654373230441,446.792623938265,380.840122847574,1728.22658321855,0.778148063771688,0.778148063771688,0,0,-18185.3202503446,0.0073793,20470077
3,none,10000,2,0.2,1.8,1e-06,100,2,0,0,0,0,7569,7569,0,7790,7790,745.826576626863,447.495945976118,396.286055884205,-29883.2595947257,4.83610521113296,4.83610521113296,0,0,-113019.778784177,0.0072878,20574806
4,none,10000,2,0.2,1.8,1e-06,100,2,0,0,0,0,7569,7569,0,7790,7790,747.992567726444,448.795540635867,381.04955421024,-32550.3150666757,5.17847433461819,5.17847433461819,0,0,-121020.945200027,0.0065268,20679535
0,orig_increase,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.25,0,7569,39005,31436,7790,339759,12036.1123496831,1805.41685245246,1429.02578754756,-430164.839353543,56.2201334215074,2.26608813704285,0,0,-2309771.51806063,0.091885001,20260619
1,orig_increase,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.25,0,7569,39033,31464,7790,340610,12038.2734023696,1805.74101035545,1482.65290114358,607257.676243615,76.9534886063691,0.782853340311838,0,0,799943.028730846,0.096852702,20365348
2,orig_increase,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.25,0,7569,38546,30977,7790,325264,11999.8425185232,1799.97637777848,1434.79180085196,-894191.737351732,115.787129313444,3.74912605560939,0,0,-3658367.2120552,0.086956902,20470077
3,orig_increase,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.25,0,7569,38748,31179,7790,331489,12030.2670250168,1804.54005375252,1407.05801402258,-241367.027603127,31.9842140697211,1.72812982513184,0,0,-1718568.08280938,0.094942102,20574806
4,orig_increase,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.25,0,7569,38773,31204,7790,332015,12028.3988764599,1804.25983146899,1553.84751870283,1036743.61725761,132.086472048474,2.12258065827633,0,0,2114185.85177283,0.104109102,20679535
0,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.25,0,7569,7563,6,7790,7741,11986.1151969414,1797.91727954122,1624.74882298502,-396953.366728192,51.9567864862891,52.2793394559091,0,0,-1214083.10018458,0.008170499,20260619
1,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.25,0,7569,7564,5,7790,7765,11875.7737825719,1781.36606738579,1555.86571922731,-768866.215020092,99.6991290141325,100.016898264017,0,0,-2329893.64506028,0.0084494,20365348
2,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.25,0,7569,7562,7,7790,7784,11867.8033050204,1780.17049575306,1455.91345586922,12642.2640282196,0.622883700670043,0.624134638774362,0,0,14574.7920846581,0.0080489,20470077
3,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.25,0,7569,7563,6,7790,7778,11904.4585929591,1785.66878894386,1582.84469541347,-517843.645890405,67.4754359294487,67.5779951003349,0,0,-1576864.93767122,0.0080114,20574806
4,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.25,0,7569,7564,5,7790,7774,11926.4229109285,1788.96343663928,1531.32350378009,-676989.021179452,87.9048807675805,88.0837433984373,0,0,-2054289.06353835,0.0084502,20679535
0,orig_increase,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.5,0,7569,70100,62531,7790,2619865,12317.5400064329,1847.63100096493,1440.21992747123,1831938.84763292,234.165448990105,0.300750669353986,0,0,-2363778.45710125,0.337159405,20260619
1,orig_increase,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.5,0,7569,70352,62783,7790,2648802,12326.3623232426,1848.95434848638,1625.65290114358,2921830.84393558,374.074562764516,0.103076350718393,0,0,819086.531806752,0.303034205,20365348
2,orig_increase,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.5,0,7569,69918,62349,7790,2594183,12415.3411335819,1862.30117003729,1581.94917342494,1332503.19435629,170.053041637521,0.486349577359698,0,0,-3785039.41693114,0.304648805,20470077
3,orig_increase,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.5,0,7569,69846,62277,7790,2586856,12345.2549590653,1851.7882438598,1555.05801402258,1999000.9090954,255.611156494916,0.227246932533006,0,0,-1763565.27271382,0.312457405,20574806
4,orig_increase,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.5,0,7569,69730,62161,7790,2572928,12284.2546545946,1842.63819818919,1553.84751870283,3292646.88242875,421.67610814233,0.279727564249271,0,0,2159156.64728621,0.310323005,20679535
0,orig_decrease,10000,0.5,0.05,0.45,1e-06,100,2,0.05,500,0.5,0,7569,7558,11,7790,7734,11986.1151969414,1797.91727954122,1624.74882298502,-396960.366728192,51.9576850742223,52.3266571926806,0,0,-1214083.10018458,0.0128592,20260619
