#tri(true),#tri(est),#tri(rel-err),#tri(l2-loss),#2st(true),#2st(est),#2st(rel-err),#2st(l2-loss),#3st(true),#3st(est),#3st(rel-err),#3st(l2-loss),clst(true),clst(est),clst(rel-err),clst(l2-loss),sen_tri,sen_2st,sen_3st,eclip_sum,tclip_sum,#eclip,#tclip,max_deg
4.807000e+03,4.326504e+06,8.990424e+02,1.867706e+13,6.412200e+04,8.487852e+04,3.237036e-01,4.308332e+08,5.114590e+05,3.472938e+06,5.790256e+00,8.770355e+12,2.248994e-01,1.000000e+00,3.446432e+00,6.007809e-01,5.375799e+00,1.506978e+02,1.138652e+04,0.000000e+00,0.000000e+00,0,0,66
4.807000e+03,1.138797e+06,2.359039e+02,1.285934e+12,6.412200e+04,5.107016e+04,2.035469e-01,1.703504e+08,5.114590e+05,1.386498e+06,1.710868e+00,7.656926e+11,2.248994e-01,1.000000e+00,3.446432e+00,6.007809e-01,5.369734e+00,1.507212e+02,1.138764e+04,0.000000e+00,0.000000e+00,0,0,66
4.807000e+03,-7.277342e+06,1.514905e+03,5.302969e+13,6.412200e+04,5.772387e+04,9.978065e-02,4.093613e+07,5.114590e+05,2.956045e+06,4.779632e+00,5.976000e+12,2.248994e-01,0.000000e+00,1.000000e+00,5.057974e-02,5.374543e+00,1.510365e+02,1.143342e+04,0.000000e+00,0.000000e+00,0,0,66
4.807000e+03,5.610077e+06,1.166064e+03,3.141905e+13,6.412200e+04,6.277341e+04,2.103170e-02,1.818707e+06,5.114590e+05,-1.957159e+06,4.826620e+00,6.094076e+12,2.248994e-01,1.000000e+00,3.446432e+00,6.007809e-01,5.374048e+00,1.509404e+02,1.142128e+04,0.000000e+00,0.000000e+00,0,0,66
4.807000e+03,2.927098e+06,6.079240e+02,8.539782e+12,6.412200e+04,9.713490e+04,5.148451e-01,1.089851e+09,5.114590e+05,-4.464664e+04,1.087293e+00,3.092535e+11,2.248994e-01,1.000000e+00,3.446432e+00,6.007809e-01,5.372997e+00,1.508843e+02,1.141153e+04,0.000000e+00,0.000000e+00,0,0,66
4.807000e+03,-5.394408e+06,1.123198e+03,2.915152e+13,6.412200e+04,3.623923e+04,4.348393e-01,7.774487e+08,5.114590e+05,-3.950771e+06,8.724511e+00,1.991149e+13,2.248994e-01,0.000000e+00,1.000000e+00,5.057974e-02,5.373106e+00,1.507435e+02,1.139139e+04,0.000000e+00,0.000000e+00,0,0,66
4.807000e+03,-5.734049e+06,1.193854e+03,3.293447e+13,6.412200e+04,3.517374e+04,4.514559e-01,8.380015e+08,5.114590e+05,4.048096e+06,6.914801e+00,1.250780e+13,2.248994e-01,0.000000e+00,1.000000e+00,5.057974e-02,5.374028e+00,1.508571e+02,1.141352e+04,0.000000e+00,0.000000e+00,0,0,66
4.807000e+03,7.461290e+06,1.551172e+03,5.559913e+13,6.412200e+04,6.725107e+04,4.879871e-02,9.791083e+06,5.114590e+05,2.193388e+06,3.288493e+00,2.828885e+12,2.248994e-01,1.000000e+00,3.446432e+00,6.007809e-01,5.373717e+00,1.509730e+02,1.142350e+04,0.000000e+00,0.000000e+00,0,0,66
4.807000e+03,5.840789e+06,1.214059e+03,3.405868e+13,6.412200e+04,6.286048e+04,1.967376e-02,1.591435e+06,5.114590e+05,-9.739143e+05,2.904188e+00,2.206334e+12,2.248994e-01,1.000000e+00,3.446432e+00,6.007809e-01,5.376145e+00,1.510161e+02,1.142996e+04,0.000000e+00,0.000000e+00,0,0,66
4.807000e+03,-4.911210e+06,1.022679e+03,2.416723e+13,6.412200e+04,7.511850e+04,1.714933e-01,1.209229e+08,5.114590e+05,2.507162e+06,3.901980e+00,3.982829e+12,2.248994e-01,0.000000e+00,1.000000e+00,5.057974e-02,5.372116e+00,1.508075e+02,1.140116e+04,0.000000e+00,0.000000e+00,0,0,66
function,AVG(rel-err),AVG(l2-loss)
Triangles,1.052880e+03,2.888626e+13
2-stars,2.289169e-01,3.481546e+08
3-stars,4.392864e+00,6.335272e+12
Clst,2.467859e+00,3.807005e-01
