edge_file,n_header,n_used,attack_type,malicious_ratio,poison_prob,malicious_nodes,added_edges,removed_edges,clean_m_used,poisoned_m_used,clean_exact_triangles,poisoned_exact_triangles,load_seconds,clean_exact_seconds,poisoned_exact_seconds,epsilon,psi,workers,runs,run,noise,seed,split_factor,bias_factor,dmax_slack_multiplier,estimate,abs_error_vs_clean,relative_error_vs_clean,abs_error_vs_poisoned,relative_error_vs_poisoned,max_noisy_out_degree_before_slack,dmax_slack,max_noisy_out_degree,kcore_rounds_cap,kcore_rounds_run,kcore_max_threshold,levels_per_group,kcore_seconds,rr_seconds,maxout_seconds,count_seconds,total_seconds
../data/IMDB/edges.csv,896308,10000,original_increase,0.13,1,1300,844201,0,7569,851770,7790,365330494,198.33552433,0.55645596,3.74393742,0.50000000,0.50000000,4,5,0,1,15722096187311718082,0.80000000,8,12.00000000,355144997.90465736,355137207.90465736,45588.85852435,10185496.09534264,0.02788022,1326.00000000,221.04816893,1547.04816893,170,64,64,5.75000000,0.79712644,1.97173475,0.02780228,6.20903152,9.00569953
../data/IMDB/edges.csv,896308,10000,original_increase,0.13000000,1.00000000,1300,844201,0,7569,851770,7790,365330494,198.33552433,0.55645596,3.74393742,0.50000000,0.50000000,4,5,1,1,4460723817787692818,0.80000000,8,12.00000000,358937476.12493312,358929686.12493312,46075.69783375,6393017.87506688,0.01749927,1347.00000000,221.04816893,1568.04816893,170,64,64,5.75000000,0.52838811,1.80794313,0.01784445,6.65963982,9.01382066
../data/IMDB/edges.csv,896308,10000,original_increase,0.13000000,1.00000000,1300,844201,0,7569,851770,7790,365330494,198.33552433,0.55645596,3.74393742,0.50000000,0.50000000,4,5,2,1,16085610682330738317,0.80000000,8,12.00000000,370184275.04292810,370176485.04292810,47519.44609023,4853781.04292810,0.01328600,1300.00000000,221.04816893,1521.04816893,170,64,64,5.75000000,0.59938334,1.67641167,0.00731168,5.59889802,7.88200907
../data/IMDB/edges.csv,896308,10000,original_increase,0.13000000,1.00000000,1300,844201,0,7569,851770,7790,365330494,198.33552433,0.55645596,3.74393742,0.50000000,0.50000000,4,5,3,1,8150873202967846913,0.80000000,8,12.00000000,362065846.29310560,362058056.29310560,46477.28578859,3264647.70689440,0.00893615,1324.00000000,221.04816893,1545.04816893,170,64,64,5.75000000,0.31592632,1.15602178,0.00454800,4.05927304,5.53577326
../data/IMDB/edges.csv,896308,10000,original_increase,0.13000000,1.00000000,1300,844201,0,7569,851770,7790,365330494,198.33552433,0.55645596,3.74393742,0.50000000,0.50000000,4,5,4,1,1705041044603258258,0.80000000,8,12.00000000,366777737.26087481,366769947.26087481,47082.14984093,1447243.26087481,0.00396146,1319.00000000,221.04816893,1540.04816893,170,64,64,5.75000000,0.31935133,1.13961518,0.00533587,4.16695373,5.63125980
../data/IMDB/edges.csv,896308,10000,original_increase,0.13000000,1.00000000,1300,844201,0,7569,851770,7790,365330494,198.33552433,0.55645596,3.74393742,1.00000000,0.50000000,4,5,0,1,13886243051147984436,0.80000000,8,12.00000000,360068474.00899416,360060684.00899416,46220.88369820,5262019.99100584,0.01440345,1312.00000000,110.52408446,1422.52408446,170,64,64,5.75000000,0.29067618,1.16801949,0.00530457,3.99540550,5.45941191
../data/IMDB/edges.csv,896308,10000,original_increase,0.13000000,1.00000000,1300,844201,0,7569,851770,7790,365330494,198.33552433,0.55645596,3.74393742,1.00000000,0.50000000,4,5,1,1,1430029224877764749,0.80000000,8,12.00000000,368672300.54962236,368664510.54962236,47325.35437094,3341806.54962236,0.00914735,1305.00000000,110.52408446,1415.52408446,170,64,64,5.75000000,0.30493990,1.19198511,0.00304178,3.96154300,5.46151548
../data/IMDB/edges.csv,896308,10000,original_increase,0.13000000,1.00000000,1300,844201,0,7569,851770,7790,365330494,198.33552433,0.55645596,3.74393742,1.00000000,0.50000000,4,5,2,1,9597252697081238370,0.80000000,8,12.00000000,365123949.96503735,365116159.96503735,46869.85365405,206544.03496265,0.00056536,1305.00000000,110.52408446,1415.52408446,170,64,64,5.75000000,0.32217279,1.22514652,0.00410399,3.98644092,5.53786931
../data/IMDB/edges.csv,896308,10000,original_increase,0.13000000,1.00000000,1300,844201,0,7569,851770,7790,365330494,198.33552433,0.55645596,3.74393742,1.00000000,0.50000000,4,5,3,1,2104722730755119818,0.80000000,8,12.00000000,365437028.00615036,365429238.00615036,46910.04338975,106534.00615036,0.00029161,1306.00000000,110.52408446,1416.52408446,170,64,64,5.75000000,0.30040611,1.16368729,0.00801172,3.90954390,5.38165368
../data/IMDB/edges.csv,896308,10000,original_increase,0.13000000,1.00000000,1300,844201,0,7569,851770,7790,365330494,198.33552433,0.55645596,3.74393742,1.00000000,0.50000000,4,5,4,1,13870269351386666240,0.80000000,8,12.00000000,366664274.15333337,366656484.15333337,47067.58461532,1333780.15333337,0.00365089,1302.00000000,110.52408446,1412.52408446,170,64,64,5.75000000,0.29287797,1.15791445,0.00546352,3.82271328,5.27897335
